configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh
407,1,ESP32-S3,3.3,30,11.9219,16.9421,1.136,91.7,0.007,355.0,82.31535,81.86475
408,3,INA219 + nRF24L01+ + HC-05,3.3,60,26.01,31.1191,2.8709,13.766667,0.0003,4.5,61.21498,59.245318
409,1,DS18B20,5.0,120,55.904,58.11,5.986,1.0,0.00075,1.5,5.410547,5.486941
410,2,ESP32 + Arduino Uno / ATmega328P,4.15,360,113.3123,236.3994,10.2883,11.94,0.00407,120.0,284.735229,282.218682
411,2,MPU6050 + SSD1306 OLED controller,3.3,720,296.3042,397.768,25.9278,1.95,0.01,0.0,63.994806,64.354679
412,3,Arduino Uno / ATmega328P + BME280 + nRF24L01+,3.3,360,138.0269,220.1516,1.8215,3.766667,0.0003,4.5,87.147061,87.653792
413,4,SSD1306 OLED controller + HC-SR501 + BMP280 + INA219,3.3,120,20.6347,94.9612,4.4041,16.250685,0.002525,0.009213,73.833865,75.472932
414,3,BME280 + DHT22 / AM2302 + HC-SR501,3.3,120,35.4525,79.3628,5.1847,22.5,0.0,0.833333,132.330301,127.404454
415,2,Arduino Uno / ATmega328P + HC-SR04,5.0,60,7.7192,51.7017,0.5791,7.5,0.0,0.0,9.649055,10.055644
416,1,INA219,3.3,1440,472.0815,951.01,16.9085,0.0,0.0,0.0,0.0,0.0
417,1,MPU6050,3.3,30,7.8252,21.0161,1.1588,3.9,0.01,0.0,1.690055,1.657673
418,4,ESP32-S3 + BMP280 + SSD1306 OLED controller + DS18B20,3.3,120,9.3623,105.0979,5.5398,23.175685,0.004463,89.134213,156.974441,157.194561
419,3,HC-SR501 + BMP280 + INA219,3.3,720,233.4456,485.3348,1.2196,21.66758,3.3e-05,0.012283,834.608396,826.962017
420,4,BME280 + SSD1306 OLED controller + DS18B20 + BMP280,3.3,30,17.0158,11.5786,1.4056,0.250685,0.002713,0.384213,1.606251,1.593063
421,4,HC-05 + HC-SR04 + BMP280 + nRF24L01+,3.3,60,10.6802,46.8099,2.5099,14.075685,0.00025,3.384212,39.483075,39.360985
422,1,ESP32,3.3,60,21.1043,38.2503,0.6454,23.88,0.00814,240.0,36.254661,35.935252
423,2,SSD1306 OLED controller + HC-SR04,4.15,720,397.2333,317.3309,5.4358,7.5,0.005,0.0,496.716176,499.972115
424,3,SSD1306 OLED controller + ESP32 + BME280,3.3,360,140.789,207.7051,11.5058,7.96,0.006047,80.0,336.996478,342.13331
425,3,ESP32 + INA219 + BME280,3.3,60,15.4503,44.5125,0.0372,7.96,0.002713,80.0,20.803283,20.755717
426,4,Arduino Uno / ATmega328P + BME280 + BMP280 + ESP32,3.3,60,20.409,38.4652,1.1258,5.970685,0.00206,60.009212,41.68896,42.368753
427,2,DS18B20 + Raspberry Pi Pico,5.0,1440,502.3009,901.751,35.9482,0.5,0.650375,0.75,144.097974,143.746133
428,2,BME280 + HC-05,3.3,60,25.8615,34.0634,0.0751,15.0,0.0,0.0,42.671412,42.883842
429,2,INA219 + BMP280,3.3,720,304.611,388.5067,26.8823,0.00137,5e-05,0.018425,0.102525,0.103261
430,3,DHT22 / AM2302 + HC-SR501 + INA219,3.3,30,3.1492,25.8683,0.9825,22.5,0.0,0.833333,11.826519,12.016897
431,2,ESP32 + DS18B20,4.15,360,181.7014,168.4849,9.8137,12.44,0.004445,120.75,384.641781,371.475699
432,4,DS18B20 + nRF24L01+ + Arduino Uno / ATmega328P + SSD1306 OLED controller,4.15,1440,92.6058,1287.1878,60.2064,3.075,0.002913,3.75,118.352798,122.833751
433,3,ESP32 + Raspberry Pi Pico + DHT22 / AM2302,3.3,1440,203.4664,1204.0551,32.4785,8.793333,0.436047,80.833333,815.020257,823.85826
434,2,nRF24L01+ + BME280,3.3,1440,588.8333,842.2092,8.9575,5.65,0.00045,6.75,372.652542,366.168705
435,3,ESP32-S3 + nRF24L01+ + BMP280,3.3,1440,824.9266,585.4668,29.6066,34.334247,0.002667,122.845617,5273.703206,5239.89451
436,4,nRF24L01+ + DS18B20 + BMP280 + MPU6050,3.3,30,11.6343,18.0169,0.3488,4.050685,0.002938,3.759212,11.012877,11.122959
437,1,MPU6050,3.3,60,30.0356,28.4859,1.4785,3.9,0.01,0.0,6.458295,6.508545
438,4,HC-SR04 + INA219 + ESP32-S3 + Arduino Uno / ATmega328P,4.15,1440,723.8696,651.1757,64.9548,26.675,0.00175,88.75,5824.165734,5829.530739
439,4,nRF24L01+ + DHT22 / AM2302 + Arduino Uno / ATmega328P + HC-SR501,3.3,30,10.7462,18.7399,0.5139,19.7,0.000225,4.0,47.02706,47.468513
440,2,DS18B20 + Arduino Uno / ATmega328P,5.0,30,9.6933,18.975,1.3316,0.5,0.000375,0.75,0.975418,0.97399
441,3,Raspberry Pi Pico + BME280 + BMP280,3.3,360,180.9413,175.4878,3.5709,0.000913,0.433367,0.012283,12.582848,12.826452
442,1,SSD1306 OLED controller,3.3,720,263.6481,425.2865,31.0653,0.0,0.01,0.0,0.233908,0.238559
443,4,INA219 + DHT22 / AM2302 + HC-05 + BME280,3.3,60,35.7723,22.9672,1.2605,8.125,0.0,0.625,64.116236,65.030531
444,4,DS18B20 + DHT22 / AM2302 + ESP32 + BMP280,3.3,120,43.3208,76.0436,0.6357,6.845685,0.002247,61.009212,75.068666,74.252245
445,2,HC-05 + nRF24L01+,3.3,1440,266.817,1137.7871,35.3959,20.65,0.00045,6.75,632.412548,619.854773
446,2,MPU6050 + INA219,3.3,30,10.9845,18.3145,0.7009,1.95,0.005,0.0,2.366257,2.40524
447,3,BME280 + MPU6050 + Arduino Uno / ATmega328P,3.3,60,19.5324,39.0511,1.4164,1.3,0.003333,0.0,4.211188,4.146232
448,3,DS18B20 + ESP32 + HC-05,3.3,720,374.0457,340.4286,5.5257,18.293333,0.002963,80.5,1213.421293,1200.024522
449,3,nRF24L01+ + Arduino Uno / ATmega328P + HC-05,3.3,720,137.0294,564.5695,18.4012,13.766667,0.0003,4.5,324.953019,318.543385
450,3,INA219 + MPU6050 + ESP32,3.3,1440,764.8819,663.1758,11.9424,9.26,0.006047,80.0,1326.963738,1359.007922
451,3,ESP32 + INA219 + MPU6050,3.3,1440,493.9304,918.1434,27.9262,9.26,0.006047,80.0,1124.218287,1102.421975
452,3,HC-SR04 + ESP32 + DS18B20,5.0,1440,254.1188,1173.613,12.2682,13.293333,0.002963,80.5,836.65717,841.529948
453,4,ESP32 + DHT22 / AM2302 + Arduino Uno / ATmega328P + nRF24L01+,3.3,30,5.2356,24.0097,0.7548,9.42,0.00226,64.0,21.489241,21.237423
454,4,DHT22 / AM2302 + HC-SR501 + ESP32 + MPU6050,3.3,720,176.6915,528.5362,14.7723,23.82,0.004535,60.625,1123.486806,1115.681206
455,2,HC-05 + SSD1306 OLED controller,3.3,60,15.9841,41.3372,2.6787,15.0,0.005,0.0,26.396473,26.385966
456,1,HC-05,3.3,60,21.3164,37.6813,1.0023,30.0,0.0,0.0,35.172052,34.845388
457,3,Raspberry Pi Pico + nRF24L01+ + MPU6050,3.3,60,21.9847,37.7359,0.2793,5.066667,0.436967,4.5,21.30738,21.50085
458,3,BMP280 + Raspberry Pi Pico + Arduino Uno / ATmega328P,4.15,120,57.6622,61.1001,1.2376,0.000913,0.433367,0.012283,5.505453,5.520997
459,4,ESP32 + SSD1306 OLED controller + BME280 + MPU6050,3.3,360,33.9955,310.1271,15.8774,6.945,0.007035,60.0,262.003375,260.086994
460,4,HC-05 + nRF24L01+ + BME280 + HC-SR04,3.3,360,147.2519,196.2042,16.544,14.075,0.000225,3.375,530.841075,539.941924
461,3,DHT22 / AM2302 + ESP32-S3 + ESP32,3.3,360,151.7182,193.1416,15.1402,39.36,0.005047,199.166667,1483.023087,1398.149131
462,2,Raspberry Pi Pico + Arduino Uno / ATmega328P,5.0,720,387.4195,330.821,1.7595,0.0,0.65,0.0,35.838944,35.785351
463,3,DHT22 / AM2302 + BME280 + DS18B20,3.3,30,3.7312,26.0934,0.1754,1.166667,0.00025,1.333333,0.871642,0.852709
464,2,DS18B20 + ESP32-S3,4.15,120,20.2978,95.5509,4.1513,46.35,0.003875,178.25,185.679485,183.505629
465,3,BME280 + HC-SR04 + HC-SR501,4.15,360,32.8776,313.8054,13.317,26.666667,0.0,0.0,188.909226,183.990277
466,4,DS18B20 + HC-SR501 + nRF24L01+ + ESP32-S3,3.3,120,50.846,64.5316,4.6224,42.25,0.002162,92.5,568.348234,596.291002
467,1,HC-SR04,5.0,360,135.9799,221.8777,2.1424,15.0,0.0,0.0,169.974843,163.936087
468,1,DS18B20,5.0,60,27.124,32.3246,0.5514,1.0,0.00075,1.5,2.33128,2.309373
469,1,ESP32,3.3,60,25.8857,33.9945,0.1198,23.88,0.00814,240.0,35.59535,35.315117
470,4,INA219 + MPU6050 + HC-SR04 + DHT22 / AM2302,3.3,120,66.9386,51.3345,1.7269,5.35,0.0025,0.625,107.50136,109.114199
471,3,ESP32 + SSD1306 OLED controller + BME280,3.3,1440,440.4483,983.7122,15.8395,7.96,0.006047,80.0,788.547982,777.602253
472,3,ESP32-S3 + HC-05 + BMP280,3.3,120,36.5447,78.4968,4.9585,40.56758,0.002367,118.345617,341.472355,345.410955
473,2,DS18B20 + BME280,4.15,120,30.5329,89.1931,0.274,0.5,0.000375,0.75,2.584233,2.560262
474,2,MPU6050 + BMP280,3.3,120,22.1935,96.5499,1.2566,1.95137,0.00505,0.018425,4.820033,4.868338
475,4,HC-SR04 + Raspberry Pi Pico + ESP32 + ESP32-S3,3.3,360,103.401,241.9282,14.6708,32.645,0.328785,148.75,1284.162688,1322.163383
476,2,nRF24L01+ + HC-SR04,4.15,1440,595.4076,813.5114,31.081,13.15,0.00045,6.75,1137.423284,1152.792298
477,4,HC-SR04 + DHT22 / AM2302 + Arduino Uno / ATmega328P + HC-SR501,5.0,120,14.1746,103.3628,2.4626,20.625,0.0,0.625,96.784643,94.883967
478,2,INA219 + DHT22 / AM2302,3.3,30,11.7541,17.5593,0.6866,1.25,0.0,1.25,1.710592,1.720114
479,2,INA219 + Arduino Uno / ATmega328P,4.15,1440,289.4596,1121.6463,28.8941,0.0,0.0,0.0,0.0,0.0
480,1,HC-SR501,3.3,30,4.1708,25.6888,0.1403,65.0,0.0,0.0,14.910769,15.143338
481,2,DHT22 / AM2302 + HC-SR04,4.15,60,3.7996,53.3763,2.8241,8.75,0.0,1.25,5.660215,5.543479
482,1,HC-05,3.3,30,3.918,24.6101,1.4719,30.0,0.0,0.0,6.464737,6.713565
483,3,INA219 + HC-SR04 + BME280,3.3,120,19.4649,96.7967,3.7384,5.0,0.0,0.0,24.331085,24.571119
484,4,INA219 + BMP280 + ESP32-S3 + DHT22 / AM2302,3.3,1440,372.267,1021.0212,46.7118,23.550685,0.001775,89.384213,2847.735692,2910.161716
485,3,ESP32 + INA219 + MPU6050,3.3,360,47.5385,302.8606,9.601,9.26,0.006047,80.0,199.669043,202.808637
486,3,DHT22 / AM2302 + BMP280 + ESP32-S3,3.3,60,31.195,28.7016,0.1034,31.400913,0.002367,119.17895,163.670575,160.980185
487,4,ESP32 + HC-SR04 + INA219 + nRF24L01+,3.3,360,134.7784,212.9096,12.312,12.545,0.00226,63.375,601.021724,591.604903
488,1,HC-SR04,5.0,120,52.0206,64.4136,3.5658,15.0,0.0,0.0,65.025789,65.689233
489,4,DS18B20 + BMP280 + INA219 + SSD1306 OLED controller,3.3,720,70.0109,641.1825,8.8066,0.250685,0.002713,0.384213,7.359717,7.376936
490,2,Raspberry Pi Pico + BME280,3.3,60,29.8909,29.6032,0.5059,0.0,0.65,0.0,2.116626,2.133407
491,3,MPU6050 + DHT22 / AM2302 + ESP32-S3,3.3,30,15.9424,13.8273,0.2304,32.7,0.005667,119.166667,90.559514,91.485962
492,4,BMP280 + Raspberry Pi Pico + ESP32-S3 + INA219,3.3,120,16.3637,103.5655,0.0709,22.925685,0.326775,88.759213,91.361652,90.149879
493,3,SSD1306 OLED controller + INA219 + ESP32-S3,3.3,30,10.4585,19.0608,0.4807,30.566667,0.005667,118.333333,62.150781,61.454135
494,2,Raspberry Pi Pico + HC-SR501,3.3,60,18.4814,39.5662,1.9524,32.5,0.65,0.0,68.899998,68.956744
495,2,INA219 + BME280,3.3,120,49.1578,66.5822,4.26,0.0,0.0,0.0,0.0,0.0
496,4,Raspberry Pi Pico + nRF24L01+ + HC-SR04 + DS18B20,5.0,30,11.5031,18.3973,0.0995,6.825,0.325412,3.75,24.568159,24.067086
497,2,ESP32 + BME280,3.3,1440,555.4426,827.6151,56.9423,11.94,0.00407,120.0,1481.527051,1461.489495
498,1,Raspberry Pi Pico,3.3,60,21.1155,37.1955,1.689,0.0,1.3,0.0,2.659476,2.587648
499,4,ESP32-S3 + HC-SR04 + Raspberry Pi Pico + SSD1306 OLED controller,3.3,360,135.631,219.9616,4.4074,26.675,0.32925,88.75,955.580853,921.811354
500,4,ESP32 + nRF24L01+ + ESP32-S3 + MPU6050,3.3,30,2.8118,26.0619,1.1263,32.695,0.00651,152.125,57.955545,57.615458
501,2,SSD1306 OLED controller + HC-SR04,4.15,120,24.388,91.3583,4.2537,7.5,0.005,0.0,30.535246,31.249325
502,3,ESP32-S3 + HC-SR501 + Arduino Uno / ATmega328P,4.15,60,15.9773,41.7957,2.227,52.233333,0.002333,118.333333,195.910582,187.571964
503,1,HC-SR501,3.3,60,7.6625,51.5367,0.8008,65.0,0.0,0.0,27.393601,28.462469
504,2,ESP32 + DS18B20,4.15,120,58.1338,61.4795,0.3867,12.44,0.004445,120.75,86.382148,86.431086
505,2,Arduino Uno / ATmega328P + Raspberry Pi Pico,5.0,30,11.6935,18.2991,0.0075,0.0,0.65,0.0,1.982398,2.023158
506,3,INA219 + HC-SR04 + HC-SR501,4.15,1440,677.6616,730.1268,32.2117,26.666667,0.0,0.0,3893.730504,3832.656678
507,2,HC-SR501 + HC-05,3.3,720,387.0769,329.4115,3.5116,47.5,0.0,0.0,2022.476979,2014.564146
508,1,ESP32,3.3,720,279.3841,422.7767,17.8393,23.88,0.00814,240.0,602.610444,619.752202
509,1,Raspberry Pi Pico,3.3,1440,285.7603,1111.1996,43.0401,0.0,1.3,0.0,79.450772,80.4689
510,1,Raspberry Pi Pico,3.3,60,32.1327,26.7455,1.1218,0.0,1.3,0.0,1.912305,1.893741
511,4,HC-SR501 + BME280 + DHT22 / AM2302 + Raspberry Pi Pico,3.3,60,34.8125,22.7403,2.4473,16.875,0.325,0.625,131.20366,136.362922
512,1,ESP32-S3,3.3,1440,790.1913,625.5094,24.2993,91.7,0.007,355.0,4460.013898,4283.960855
513,1,DS18B20,5.0,720,123.8931,592.0062,4.1007,1.0,0.00075,1.5,10.874007,10.797184
514,2,DHT22 / AM2302 + nRF24L01+,3.3,720,161.245,551.3656,7.3894,6.9,0.00045,8.0,128.914917,127.28811
515,3,HC-SR04 + INA219 + nRF24L01+,3.3,60,31.0587,26.0476,2.8937,8.766667,0.0003,4.5,60.276174,62.085949
516,4,HC-05 + Arduino Uno / ATmega328P + ESP32-S3 + ESP32,3.3,60,8.608,48.5323,2.8596,36.395,0.003785,148.75,162.544905,158.129329
517,1,BME280,3.3,720,289.8145,405.8488,24.3367,0.0,0.0,0.0,0.0,0.0
518,4,SSD1306 OLED controller + Raspberry Pi Pico + BMP280 + HC-SR501,3.3,60,11.4212,46.4454,2.1335,16.250685,0.327525,0.009213,44.183317,44.119695
519,1,BMP280,3.3,120,16.5265,99.4335,4.04,0.00274,0.0001,0.03685,0.011225,0.011271
520,3,DS18B20 + Arduino Uno / ATmega328P + SSD1306 OLED controller,5.0,60,13.9313,44.7062,1.3625,0.333333,0.003583,0.5,1.35864,1.3857
521,3,Arduino Uno / ATmega328P + HC-SR501 + Raspberry Pi Pico,5.0,360,204.9015,147.4161,7.6823,21.666667,0.433333,0.0,1125.853375,1115.168735
522,3,ESP32-S3 + HC-05 + HC-SR04,3.3,720,337.3645,352.2854,30.3501,45.566667,0.002333,118.333333,3272.576514,3283.736536
523,1,nRF24L01+,3.3,30,6.5051,23.2354,0.2595,11.3,0.0009,13.5,4.236757,4.412728
524,2,BME280 + ESP32,3.3,720,289.2398,404.2973,26.4629,11.94,0.00407,120.0,729.37878,740.621406
525,1,SSD1306 OLED controller,3.3,60,3.0272,55.1772,1.7956,0.0,0.01,0.0,0.030347,0.029583
526,1,SSD1306 OLED controller,3.3,30,4.5713,24.9311,0.4976,0.0,0.01,0.0,0.013712,0.013775
527,4,ESP32 + BMP280 + SSD1306 OLED controller + HC-05,3.3,30,3.8524,25.0752,1.0724,13.470685,0.00456,60.009212,25.59969,26.233621
528,4,Arduino Uno / ATmega328P + HC-SR501 + ESP32-S3 + ESP32,3.3,30,11.4682,17.0519,1.4799,45.145,0.003785,148.75,162.344647,160.213107
529,1,HC-05,3.3,360,152.2463,207.0304,0.7233,30.0,0.0,0.0,251.206375,255.131129
530,4,ESP32 + DS18B20 + DHT22 / AM2302 + HC-SR501,3.3,1440,275.8059,1128.8051,35.3889,23.095,0.002223,61.0,1886.156355,1855.488432
531,1,ESP32,3.3,1440,647.7926,729.994,62.2134,23.88,0.00814,240.0,1672.354045,1681.963083
532,1,HC-SR501,3.3,60,9.436,50.4835,0.0806,65.0,0.0,0.0,33.733601,33.177583
533,2,DS18B20 + Arduino Uno / ATmega328P,5.0,720,255.7841,460.8284,3.3876,0.5,0.000375,0.75,21.767587,21.873222
534,2,HC-SR04 + INA219,4.15,720,401.4047,285.5948,33.0005,7.5,0.0,0.0,501.755852,505.465895
535,3,nRF24L01+ + BMP280 + SSD1306 OLED controller,3.3,60,6.6131,53.1009,0.2861,3.76758,0.003667,4.512283,4.356133,4.46641
536,1,Raspberry Pi Pico,3.3,720,349.0969,349.6554,21.2477,0.0,1.3,0.0,25.000361,24.905737
537,4,Arduino Uno / ATmega328P + DS18B20 + DHT22 / AM2302 + HC-SR501,5.0,30,6.0251,22.7571,1.2178,17.125,0.000188,1.0,34.287323,34.209205
538,2,HC-05 + DHT22 / AM2302,3.3,30,14.8293,14.155,1.0158,16.25,0.0,1.25,26.646969,26.870004
539,2,MPU6050 + DS18B20,4.15,60,6.7001,51.745,1.5549,2.45,0.005375,0.75,2.22156,2.156825
540,2,Raspberry Pi Pico + HC-SR04,5.0,30,17.2428,12.3299,0.4273,7.5,0.65,0.0,22.889224,23.198968
541,3,DHT22 / AM2302 + DS18B20 + INA219,3.3,720,154.7703,561.0957,4.134,1.166667,0.00025,1.333333,35.298689,36.049993
542,4,DHT22 / AM2302 + Arduino Uno / ATmega328P + SSD1306 OLED controller + INA219,3.3,120,70.1097,46.5722,3.3181,0.625,0.0025,0.625,10.121934,10.15779
543,4,HC-SR501 + ESP32 + MPU6050 + DHT22 / AM2302,3.3,720,259.8654,458.5875,1.5471,23.82,0.004535,60.625,1382.890433,1345.056147
544,2,HC-05 + Raspberry Pi Pico,3.3,30,9.3719,20.1201,0.508,15.0,0.65,0.0,16.902167,16.421452
545,2,Raspberry Pi Pico + BME280,3.3,120,15.2519,98.99,5.7581,0.0,0.65,0.0,7.077789,6.893514
546,4,Raspberry Pi Pico + HC-SR501 + HC-05 + DS18B20,4.15,720,227.4536,473.3455,19.2009,24.0,0.325188,0.375,1461.837643,1494.129492
547,4,HC-SR501 + DS18B20 + HC-SR04 + ESP32-S3,5.0,30,4.647,24.3949,0.9581,43.175,0.001937,89.125,73.641882,73.55128
548,1,Raspberry Pi Pico,3.3,120,11.9514,105.4484,2.6002,0.0,1.3,0.0,7.539561,7.609879
549,3,HC-SR501 + DS18B20 + HC-05,4.15,60,34.8878,22.8433,2.2689,32.0,0.00025,0.5,217.606942,210.375842
550,2,HC-SR04 + SSD1306 OLED controller,4.15,30,17.0514,12.4698,0.4788,7.5,0.005,0.0,21.321112,21.294355
551,4,ESP32-S3 + MPU6050 + HC-05 + nRF24L01+,3.3,60,22.7874,36.9979,0.2147,34.225,0.004475,92.125,175.965632,179.026593
552,1,SSD1306 OLED controller,3.3,1440,504.4748,891.1272,44.398,0.0,0.01,0.0,0.49012,0.497386
553,2,ESP32 + Raspberry Pi Pico,3.3,1440,139.7617,1277.8303,22.4081,11.94,0.65407,120.0,571.286346,574.236997
554,1,BME280,3.3,120,52.7069,62.485,4.8081,0.0,0.0,0.0,0.0,0.0
555,1,SSD1306 OLED controller,3.3,1440,744.2275,659.3064,36.4661,0.0,0.01,0.0,0.362619,0.352428
556,2,BME280 + ESP32,3.3,60,3.8646,55.4073,0.728,11.94,0.00407,120.0,14.710528,15.194299
557,1,MPU6050,3.3,120,64.2864,53.9596,1.754,3.9,0.01,0.0,13.819105,13.910455
558,3,DHT22 / AM2302 + Raspberry Pi Pico + nRF24L01+,3.3,30,3.2079,26.0376,0.7545,4.6,0.433633,5.333333,4.961741,4.930676
559,4,ESP32-S3 + HC-SR501 + DS18B20 + INA219,3.3,1440,163.9507,1273.2613,2.788,39.425,0.001937,89.125,1482.025768,1510.513074
560,1,Arduino Uno / ATmega328P,5.0,120,29.517,87.1194,3.3636,0.0,0.0,0.0,0.0,0.0
561,3,Raspberry Pi Pico + HC-SR501 + HC-05,3.3,60,22.3099,35.9008,1.7893,31.666667,0.433333,0.0,119.136022,121.693295
562,2,DS18B20 + DHT22 / AM2302,4.15,720,292.3747,422.7635,4.8618,1.75,0.000375,2.0,65.868729,65.21696
563,1,INA219,3.3,360,187.3225,169.7403,2.9372,0.0,0.0,0.0,0.0,0.0
564,1,HC-05,3.3,120,6.6685,107.8391,5.4924,30.0,0.0,0.0,11.003085,11.456808
565,2,ESP32 + INA219,3.3,30,16.7194,12.4453,0.8352,11.94,0.00407,120.0,32.99015,33.454662
566,4,BMP280 + HC-SR501 + INA219 + BME280,3.3,120,23.7219,95.4484,0.8297,16.250685,2.5e-05,0.009213,84.811577,86.656151
567,1,BME280,3.3,360,164.6082,178.7071,16.6847,0.0,0.0,0.0,0.0,0.0
568,1,HC-05,3.3,30,12.9173,16.1108,0.9719,30.0,0.0,0.0,21.313532,21.645524
569,3,HC-05 + HC-SR04 + BMP280,3.3,30,14.9064,14.3198,0.7738,15.000913,3.3e-05,0.012283,43.23239,43.248811
570,4,HC-05 + INA219 + BMP280 + ESP32-S3,3.3,30,9.9344,19.9841,0.0816,30.425685,0.001775,88.759213,68.097776,68.762399
571,3,DS18B20 + BMP280 + Arduino Uno / ATmega328P,5.0,720,372.7123,316.3,30.9876,0.334247,0.000283,0.512283,35.073297,34.04336
572,1,DHT22 / AM2302,3.3,360,97.7174,259.5072,2.7754,2.5,0.0,2.5,13.817762,13.966802
573,3,ESP32-S3 + SSD1306 OLED controller + INA219,3.3,120,43.1269,73.5276,3.3456,30.566667,0.005667,118.333333,282.901721,267.603428
574,4,ESP32-S3 + HC-05 + Arduino Uno / ATmega328P + MPU6050,3.3,60,13.6372,46.3416,0.0213,31.4,0.00425,88.75,94.66399,90.386666
575,2,nRF24L01+ + Arduino Uno / ATmega328P,4.15,30,7.512,21.1696,1.3185,5.65,0.00045,6.75,5.648686,5.616696
576,1,ESP32,3.3,720,335.5926,372.5958,11.8116,23.88,0.00814,240.0,596.847633,578.509223
577,1,HC-05,3.3,720,36.393,682.3437,1.2633,30.0,0.0,0.0,60.048476,60.799336
578,3,HC-05 + HC-SR501 + DHT22 / AM2302,3.3,1440,88.1908,1294.7962,57.013,32.5,0.0,0.833333,480.762682,498.823774
579,2,MPU6050 + nRF24L01+,3.3,120,55.5874,59.6545,4.7581,7.6,0.00545,6.75,50.039711,48.489224
580,2,DHT22 / AM2302 + MPU6050,3.3,60,34.9032,23.7792,1.3176,3.2,0.005,1.25,12.480184,12.218826
581,4,SSD1306 OLED controller + BMP280 + BME280 + MPU6050,3.3,720,395.9842,290.4598,33.556,0.975685,0.005025,0.009213,85.387399,86.796185
582,4,HC-05 + MPU6050 + DHT22 / AM2302 + Arduino Uno / ATmega328P,3.3,360,156.5962,189.9086,13.4951,9.1,0.0025,0.625,315.465707,313.152167
583,2,nRF24L01+ + HC-05,3.3,360,134.4772,225.4782,0.0446,20.65,0.00045,6.75,305.509179,292.096203
584,2,DS18B20 + HC-SR04,5.0,30,14.9699,13.9545,1.0756,8.0,0.000375,0.75,20.095176,20.121514
585,2,MPU6050 + BMP280,3.3,1440,523.8432,916.1105,0.0462,1.95137,0.00505,0.018425,112.952313,112.691766
586,2,HC-05 + INA219,3.3,360,116.3186,229.1025,14.5789,15.0,0.0,0.0,191.925766,193.387584
587,2,Arduino Uno / ATmega328P + HC-SR04,5.0,360,213.6119,128.9054,17.4827,7.5,0.0,0.0,267.014885,265.194396
588,3,nRF24L01+ + INA219 + HC-05,3.3,60,20.9306,36.7733,2.2961,13.766667,0.0003,4.5,49.250547,48.970706
589,3,ESP32-S3 + nRF24L01+ + INA219,3.3,720,207.2008,508.8901,3.9091,34.333333,0.002633,122.833333,1253.241745,1244.997423
590,3,BME280 + DHT22 / AM2302 + nRF24L01+,3.3,30,1.7721,27.5177,0.7102,4.6,0.0003,5.333333,1.971378,1.999142
591,3,nRF24L01+ + DS18B20 + DHT22 / AM2302,3.3,720,97.1601,611.9109,10.929,4.933333,0.00055,5.833333,92.893327,92.470169
592,3,HC-SR04 + DS18B20 + HC-SR501,5.0,60,13.8908,44.6963,1.4129,27.0,0.00025,0.5,93.942323,94.865687
593,4,nRF24L01+ + ESP32-S3 + Raspberry Pi Pico + Arduino Uno / ATmega328P,3.3,360,86.1194,264.5346,9.3461,25.75,0.326975,92.125,696.316804,711.573417
594,3,ESP32 + BME280 + nRF24L01+,3.3,1440,565.1715,837.7975,37.031,11.726667,0.003013,84.5,1610.271581,1646.919969
595,3,ESP32-S3 + BMP280 + INA219,3.3,60,29.8023,27.6155,2.5822,30.56758,0.002367,118.345617,200.745806,205.087435
596,4,DHT22 / AM2302 + HC-05 + Arduino Uno / ATmega328P + BMP280,3.3,30,6.5664,22.765,0.6686,8.125685,2.5e-05,0.634212,11.831765,11.76503
597,3,SSD1306 OLED controller + MPU6050 + ESP32-S3,3.3,720,65.19,627.2434,27.5666,31.866667,0.009,118.333333,881.938387,892.427989
598,3,MPU6050 + HC-SR501 + BME280,3.3,1440,706.1647,705.7232,28.1121,22.966667,0.003333,0.0,2676.399184,2764.619305
599,3,HC-05 + DHT22 / AM2302 + MPU6050,3.3,30,14.7988,15.071,0.1302,12.133333,0.003333,0.833333,29.653479,29.28244
600,2,BMP280 + BME280,3.3,1440,771.2152,600.2926,68.4922,0.00137,5e-05,0.018425,0.25834,0.256767
601,3,ESP32-S3 + INA219 + Arduino Uno / ATmega328P,3.3,1440,812.9563,626.7555,0.2882,30.566667,0.002333,118.333333,4106.013937,4080.370386
602,1,Arduino Uno / ATmega328P,5.0,60,9.5656,49.7571,0.6773,0.0,0.0,0.0,0.0,0.0
603,2,DHT22 / AM2302 + HC-SR04,4.15,30,11.4422,17.516,1.0418,8.75,0.0,1.25,16.019281,16.438025
604,4,DHT22 / AM2302 + BME280 + nRF24L01+ + Raspberry Pi Pico,3.3,360,72.9472,278.9363,8.1165,3.45,0.325225,4.0,82.467178,81.124332
605,2,DS18B20 + MPU6050,4.15,720,302.2861,394.5757,23.1383,2.45,0.005375,0.75,93.164829,91.955439
606,4,Raspberry Pi Pico + BME280 + ESP32-S3 + HC-05,3.3,120,44.8754,74.7538,0.3709,30.425,0.32675,88.75,312.988262,319.459666
607,1,Arduino Uno / ATmega328P,5.0,60,20.6345,38.5358,0.8297,0.0,0.0,0.0,0.0,0.0
608,4,DS18B20 + Raspberry Pi Pico + ESP32-S3 + HC-05,3.3,720,174.6171,531.3669,14.016,30.675,0.326937,89.125,1496.996485,1538.351882
